,Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,,AAPL,AMZN,FB,MCD,TWTR,AAPL,AMZN,FB,MCD,TWTR,AAPL,AMZN,FB,MCD,TWTR,AAPL,AMZN,FB,MCD,TWTR,AAPL,AMZN,FB,MCD,TWTR,AAPL,AMZN,FB,MCD,TWTR
0,2018-12-31,38.20580291748047,1501.969970703125,131.08999633789062,170.17042541503906,28.739999771118164,39.435001373291016,1501.969970703125,131.08999633789062,177.57000732421875,28.739999771118164,39.84000015258789,1520.760009765625,134.63999938964844,177.8000030517578,29.1299991607666,39.119998931884766,1487.0,129.9499969482422,175.60000610351562,28.34000015258789,39.63249969482422,1510.800048828125,134.4499969482422,175.9600067138672,28.600000381469727,140014000,6954500,24625300,2482600,15975000
1,2019-01-02,38.2494010925293,1539.1300048828125,135.67999267578125,168.72335815429688,28.809999465942383,39.47999954223633,1539.1300048828125,135.67999267578125,176.05999755859375,28.809999465942383,39.712501525878906,1553.3599853515625,137.50999450683594,176.3000030517578,28.989999771118164,38.557498931884766,1460.9300537109375,128.55999755859375,174.1699981689453,27.8700008392334,38.72249984741211,1465.199951171875,128.99000549316406,175.41000366210938,28.260000228881836,148158800,7983100,28146200,2571500,15053700
2,2019-01-03,34.439476013183594,1500.280029296875,131.74000549316406,167.61167907714844,27.989999771118164,35.54750061035156,1500.280029296875,131.74000549316406,174.89999389648438,27.989999771118164,36.43000030517578,1538.0,137.1699981689453,176.4499969482422,29.18000030517578,35.5,1497.1099853515625,131.1199951171875,174.41000366210938,27.940000534057617,35.994998931884766,1520.010009765625,134.69000244140625,175.4499969482422,28.3799991607666,365248800,6975600,22717900,3728200,19051700
3,2019-01-04,35.909671783447266,1575.3900146484375,137.9499969482422,170.850830078125,29.950000762939453,37.064998626708984,1575.3900146484375,137.9499969482422,178.27999877929688,29.950000762939453,37.13750076293945,1594.0,138.0,179.1999969482422,30.100000381469727,35.95000076293945,1518.31005859375,133.75,175.69000244140625,28.309999465942383,36.13249969482422,1530.0,134.00999450683594,176.02999877929688,28.389999389648438,234428400,9182600,29002100,3194300,23412600
4,2019-01-07,35.82974624633789,1629.510009765625,138.0500030517578,172.71002197265625,31.34000015258789,36.98249816894531,1629.510009765625,138.0500030517578,180.22000122070312,31.34000015258789,37.20750045776367,1634.56005859375,138.8699951171875,181.8800048828125,31.3799991607666,36.474998474121094,1589.18994140625,135.91000366210938,178.13999938964844,29.770000457763672,37.17499923706055,1602.31005859375,137.55999755859375,178.13999938964844,30.200000762939453,219111200,7993200,20089300,3283000,19917800
5,2019-01-08,36.51277160644531,1656.5799560546875,142.52999877929688,173.0741729736328,31.799999237060547,37.6875,1656.5799560546875,142.52999877929688,180.60000610351562,31.799999237060547,37.95500183105469,1676.6099853515625,143.13999938964844,182.2899932861328,32.04999923706055,37.130001068115234,1616.6099853515625,139.5399932861328,179.91000366210938,30.90999984741211,37.38999938964844,1664.68994140625,139.88999938964844,181.9600067138672,31.700000762939453,164101200,8881400,26263800,2941400,18915200
6,2019-01-09,37.13282012939453,1659.4200439453125,144.22999572753906,172.77706909179688,32.25,38.32749938964844,1659.4200439453125,144.22999572753906,180.2899932861328,32.25,38.63249969482422,1667.800048828125,144.6999969482422,180.89999389648438,32.400001525878906,37.407501220703125,1641.4000244140625,141.27000427246094,179.19000244140625,31.540000915527344,37.8224983215332,1652.97998046875,142.9499969482422,180.55999755859375,31.799999237060547,180396400,6348800,22205900,2680700,14554400
7,2019-01-10,37.25151062011719,1656.219970703125,144.1999969482422,173.9845733642578,33.09000015258789,38.45000076293945,1656.219970703125,144.1999969482422,181.5500030517578,33.09000015258789,38.49250030517578,1663.25,144.55999755859375,181.8800048828125,33.5,37.71500015258789,1621.6199951171875,140.83999633789062,179.32000732421875,32.2599983215332,38.125,1641.010009765625,143.0800018310547,179.83999633789062,33.08000183105469,143122800,6507700,16125000,2498500,30504500
8,2019-01-11,36.885772705078125,1640.56005859375,143.8000030517578,174.77040100097656,32.869998931884766,38.0724983215332,1640.56005859375,143.8000030517578,182.3699951171875,32.869998931884766,38.42499923706055,1660.2900390625,145.36000061035156,182.39999389648438,33.20000076293945,37.877498626708984,1636.219970703125,142.57000732421875,180.4600067138672,32.43000030517578,38.220001220703125,1640.550048828125,143.14999389648438,180.58999633789062,32.849998474121094,108092800,4686200,12908000,2348900,17732300
