,Date,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS
40,2022-11-14,1543.5095,2609.8311,432.3525,1585.3000,2619.0500,433.7000,1591.4000,2642.0000,437.7000,1568.4500,2605.1499,423.5000,1575.1500,2630.7500,424.0000,4908813,4173395,17996083
41,2022-11-15,1551.9802,2598.1223,435.7918,1594.0000,2607.3000,437.1500,1597.8500,2626.3999,438.5000,1572.7500,2590.0000,434.1000,1577.8500,2622.3000,434.9000,3497614,3270388,10696024
42,2022-11-16,1560.5482,2583.2251,430.2092,1602.8000,2592.3501,431.5500,1609.0000,2615.9500,438.2000,1593.5000,2581.3501,429.6000,1597.1500,2610.0000,436.9500,4497697,4484007,8206169
43,2022-11-17,1545.5542,2589.9014,421.8353,1587.4000,2599.0500,423.1500,1602.8000,2613.0000,427.5500,1582.9500,2580.0000,419.6000,1597.2000,2584.9500,422.0000,3469515,3074259,15621809
44,2022-11-18,1551.3960,2588.5061,422.4832,1593.4000,2597.6499,423.8000,1598.0000,2609.0000,426.4500,1575.5000,2571.1001,421.1500,1591.7000,2606.7500,424.0000,3126064,2447425,9851962
45,2022-11-21,1526.8602,2541.9207,419.7917,1568.2000,2550.8999,421.1000,1587.8500,2588.0000,427.6000,1564.0500,2543.1001,420.0000,1582.1000,2588.0000,425.6000,3071764,2949108,9497812
46,2022-11-22,1543.2661,2556.0210,423.3805,1585.0500,2565.0500,424.7000,1588.0000,2568.5000,426.4000,1562.0000,2536.5000,420.5000,1569.0000,2545.0000,421.0000,3399329,3051201,6407614
47,2022-11-23,1541.4163,2548.0493,422.7325,1583.1500,2557.0500,424.0500,1592.0000,2577.8999,429.3000,1579.3000,2552.2500,422.8500,1588.9000,2575.0000,426.8500,3245067,2959787,6568241
48,2022-11-24,1586.8364,2570.0217,422.0845,1629.8000,2579.1001,423.4000,1636.0000,2594.0000,425.2500,1584.7500,2548.2000,420.7000,1589.0000,2566.0000,424.5000,5282215,4333225,6768613
49,2022-11-25,1592.5322,2608.3862,431.8541,1635.6500,2617.6001,433.2000,1644.0000,2624.8999,435.1500,1613.8000,2582.1001,424.0000,1631.4000,2589.0000,425.0000,4563255,3391988,18764073
50,2022-11-28,1580.6052,2698.0195,431.9039,1623.4000,2707.5500,433.2500,1653.5000,2721.0500,440.3500,1620.0000,2502.0000,432.4000,1628.0000,2608.8999,435.0000,3825766,14549929,10701208
51,2022-11-29,1586.1063,2702.6531,431.8042,1629.0500,2712.2000,433.1500,1638.7500,2731.6499,437.9000,1615.0500,2694.0000,429.5500,1621.2000,2703.9500,432.5000,3131710,5103687,8630105
52,2022-11-30,1591.8507,2721.7356,438.0348,1634.9500,2731.3501,439.4000,1645.7500,2745.4500,441.0000,1613.1500,2698.2000,433.3000,1619.9500,2712.5000,435.0000,11868134,12075137,14727892
53,2022-12-01,1613.4167,2713.7141,436.8884,1657.1000,2723.3000,438.2500,1672.6000,2755.0000,443.6000,1652.3000,2716.0000,436.8500,1656.2000,2741.8000,443.0000,5407928,4377696,8909310
54,2022-12-02,1594.7229,2712.5679,434.0472,1637.9000,2722.1499,435.4000,1661.8000,2748.0000,441.1500,1633.9500,2700.6001,435.0000,1656.0000,2730.0000,439.0000,4283343,5348595,8352658
55,2022-12-05,1596.5242,2673.0078,427.4179,1639.7500,2682.4500,428.7500,1644.8500,2716.7500,437.5000,1623.3000,2678.0000,427.8000,1638.0000,2712.0000,435.5000,3824966,6843367,12857807
56,2022-12-06,1570.3821,2680.7305,425.7730,1612.9000,2690.2000,427.1000,1626.0000,2697.0000,431.3500,1607.5500,2661.0000,425.3500,1625.0000,2665.1001,428.8000,4822398,3966243,8461831
57,2022-12-07,1563.1771,2641.1702,418.7947,1605.5000,2650.5000,420.1000,1623.8000,2695.0000,428.0000,1596.7000,2642.1499,419.1000,1608.0000,2685.0000,428.0000,4898087,3905263,12133315
58,2022-12-08,1577.4409,2639.9246,415.9038,1620.1500,2649.2500,417.2000,1623.9000,2665.0000,421.4000,1598.5000,2640.1001,415.3500,1605.5000,2660.0000,421.0000,4206837,3579858,9539923
59,2022-12-09,1527.9314,2599.9160,412.0159,1569.3000,2609.1001,413.3000,1628.0000,2660.0000,420.9500,1561.1000,2601.8501,409.5500,1628.0000,2646.0000,419.3000,8880658,5840633,9920219
60,2022-12-12,1506.4139,2603.9019,412.8632,1547.2000,2613.1001,414.1500,1565.9500,2623.0000,416.9000,1530.0500,2585.0000,408.0000,1550.0000,2585.5000,412.0000,8037679,4374946,8009229
61,2022-12-13,1530.7062,2615.7600,417.1997,1572.1500,2625.0000,418.5000,1577.5000,2633.0000,421.5000,1541.1500,2606.7000,417.2500,1547.2000,2613.1001,419.9500,6135067,3845839,9717894
62,2022-12-14,1537.7650,2606.2935,416.6016,1579.4000,2615.5000,417.9000,1588.5000,2638.9500,421.3500,1573.0000,2611.0000,417.3500,1582.0000,2637.6499,420.5500,4976020,3354618,6314883
63,2022-12-15,1499.8905,2569.2742,415.4053,1540.5000,2578.3501,416.7000,1570.0000,2615.0000,422.8000,1535.2500,2571.0000,415.7000,1569.3000,2602.5000,418.8500,6443866,4009765,7542601
64,2022-12-16,1482.0729,2556.5691,420.2901,1522.2000,2565.6001,421.6000,1549.5000,2618.8000,427.8000,1512.0500,2558.1499,413.1000,1525.0000,2571.0000,417.3500,9630453,7308934,50949198
65,2022-12-19,1467.6144,2590.1504,416.7013,1507.3500,2599.3000,418.0000,1516.9000,2604.0000,422.8500,1495.0500,2566.7000,415.5000,1507.9500,2581.0000,421.9000,6222740,3567363,9809103
66,2022-12-20,1467.5658,2612.5713,409.2246,1507.3000,2621.8000,410.5000,1516.0000,2626.0000,418.0000,1482.4500,2566.0000,408.0000,1501.0000,2583.8999,418.0000,7396259,3446291,12341042
67,2022-12-21,1469.7563,2575.4026,401.3491,1509.5500,2584.5000,402.6000,1521.0000,2633.0000,414.4000,1502.3500,2576.1001,401.0000,1515.0000,2621.0000,412.6000,6236361,3935463,11606059
68,2022-12-22,1481.9269,2568.7261,393.2245,1522.0500,2577.8000,394.4500,1529.9500,2604.6499,404.7000,1511.7500,2566.7500,390.2000,1521.5000,2598.0000,404.1000,6302640,3438692,14908929
69,2022-12-23,1457.6345,2493.3921,377.1745,1497.1000,2502.2000,378.3500,1509.9000,2590.5000,390.0000,1493.0000,2492.2500,377.0000,1508.7000,2563.3000,390.0000,6283822,4733657,19902886
70,2022-12-26,1462.7949,2515.1653,383.6044,1502.4000,2524.0500,384.8000,1509.9000,2542.0000,390.7000,1496.3500,2492.3999,375.2000,1500.5000,2514.7500,380.2500,4115459,2764496,16979026
71,2022-12-27,1474.9166,2535.7427,392.9254,1514.8500,2544.7000,394.1500,1521.4500,2548.8000,397.4500,1497.5000,2515.2500,388.5000,1509.9500,2530.0000,390.0000,4860076,2659749,14372461
