,Date,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS
9,2022-09-27,1342.1465,2387.8152,397.5609,1393.5500,2396.2500,398.8000,1406.5000,2426.0000,404.0000,1378.0000,2360.1001,390.3500,1393.4500,2394.0000,403.9000,8561254,7455448,21932747
10,2022-09-28,1343.2540,2324.2397,397.8600,1394.7000,2332.4500,399.1000,1405.8500,2378.0000,406.6000,1377.0000,2327.1001,392.8500,1379.0000,2360.3501,394.9000,7022098,7844140,18114880
11,2022-09-29,1347.0585,2317.1150,401.0002,1398.6500,2325.3000,402.2500,1409.8500,2367.5000,413.2500,1393.0000,2313.0000,399.6000,1404.9000,2360.0000,411.0000,6119965,6771046,20725995
12,2022-09-30,1361.3124,2369.3804,403.3429,1413.4500,2377.7500,404.6000,1419.3000,2402.0000,408.2500,1376.0000,2311.0000,392.5000,1388.9500,2311.0000,398.0000,8120130,8589908,20951277
13,2022-10-03,1342.3392,2361.1594,396.4145,1393.7500,2369.5000,397.6500,1412.0000,2416.9500,406.5500,1386.0000,2363.0000,395.5000,1412.0000,2391.5000,405.5000,4943169,5470030,20332430
14,2022-10-04,1376.6742,2404.7056,406.6326,1429.4000,2413.2000,407.9000,1432.2500,2418.0000,408.9500,1414.0000,2390.1499,402.9000,1419.7000,2397.8000,406.0000,6631341,4129893,12761425
15,2022-10-06,1401.4744,2413.5742,412.8134,1455.1500,2422.1001,414.1000,1459.8000,2450.0000,417.6500,1444.1000,2418.1499,409.5000,1445.0000,2429.0000,409.6000,6180672,6162021,12771199
16,2022-10-07,1397.6699,2423.7881,410.8694,1451.2000,2432.3501,412.1500,1457.8500,2443.8999,414.0000,1440.1500,2414.6499,408.7000,1446.3500,2414.6499,413.4000,3994466,3560167,10670854
17,2022-10-10,1408.6978,2397.3315,394.7198,1462.6500,2405.8000,395.9500,1465.0000,2417.6001,403.4000,1426.3500,2388.0000,393.0500,1426.3500,2405.0000,403.4000,5274677,2921076,32914630
18,2022-10-11,1371.2808,2349.6001,392.1279,1423.8000,2357.8999,393.3500,1479.6500,2414.0000,399.5000,1420.1000,2351.1001,391.3000,1462.6500,2414.0000,397.0000,12824774,4252803,14641301
19,2022-10-12,1375.9999,2366.8892,395.3179,1428.7000,2375.2500,396.5500,1441.1000,2381.7000,398.2000,1413.5500,2343.1001,391.1000,1437.0000,2352.0000,394.5500,5481467,3422992,14287344
20,2022-10-13,1367.5245,2374.4126,397.7603,1419.9000,2382.8000,399.0000,1437.9500,2394.0000,403.5000,1415.0000,2360.1001,394.5500,1431.0000,2371.3999,396.5500,4821514,3382098,12584114
21,2022-10-14,1419.8698,2362.3550,395.0189,1474.2500,2370.7000,396.2500,1494.0000,2416.3501,409.2000,1467.2500,2369.1001,395.3000,1485.0000,2415.0000,407.0000,14990688,4202459,12875470
22,2022-10-17,1434.9906,2400.2712,394.8693,1489.9500,2408.7500,396.1000,1495.0000,2414.0000,398.9000,1475.5000,2343.6001,392.5000,1476.9000,2355.0000,394.0000,4286396,7720595,9543556
23,2022-10-18,1448.2335,2442.6216,402.9940,1503.7000,2451.2500,404.2500,1510.9500,2463.0000,406.7000,1497.2500,2420.1499,400.7000,1510.0000,2422.0000,401.0000,4692004,5729899,14215544
24,2022-10-19,1430.6566,2485.1213,397.8102,1485.4500,2493.8999,399.0500,1504.9500,2527.8501,406.9500,1481.3000,2441.7000,397.3000,1504.0000,2454.5000,406.2000,3553171,8882553,8648435
25,2022-10-20,1445.5369,2491.7979,396.8631,1500.9000,2500.6001,398.1000,1504.0000,2519.0000,399.9000,1474.2000,2485.0000,393.1000,1475.0000,2485.0000,397.0000,4583939,4022919,10747183
26,2022-10-21,1445.1515,2462.9001,396.8132,1500.5000,2471.6001,398.0500,1506.0000,2516.8000,402.2500,1491.3500,2467.0000,394.7000,1500.3000,2507.7000,397.0000,3594485,3804352,10279618
27,2022-10-24,1461.8616,2471.1211,400.3522,1517.8500,2479.8501,401.6000,1521.8000,2502.5000,406.0000,1511.0000,2455.3000,400.1500,1518.5000,2460.0000,406.0000,982837,1555270,2871205
28,2022-10-25,1469.9999,2432.9558,403.2931,1526.3000,2441.5500,404.5500,1532.9000,2499.0000,410.5000,1521.0500,2438.0000,403.2000,1528.1000,2499.0000,404.3500,3914341,5645639,17979661
29,2022-10-27,1483.7767,2442.5217,406.4333,1523.9500,2451.1499,407.7000,1534.9000,2468.4500,411.7000,1512.5000,2432.8000,404.0000,1530.8000,2458.0000,408.5500,6760137,5774775,14614841
30,2022-10-28,1473.3588,2517.2578,408.6264,1513.2500,2526.1499,409.9000,1527.9500,2535.0000,411.2000,1507.0000,2459.4500,406.1000,1526.0000,2465.0000,408.0000,3053981,8126824,12488938
31,2022-10-31,1497.1156,2540.6255,411.4676,1537.6500,2549.6001,412.7500,1546.4000,2560.9500,416.3000,1530.2500,2532.2000,411.6000,1530.2500,2541.0000,414.3500,4542336,5731802,9928218
32,2022-11-01,1531.5338,2520.9451,420.0409,1573.0000,2529.8501,421.3500,1575.0000,2600.0000,422.4000,1547.1000,2508.0000,412.8000,1553.0500,2600.0000,414.9000,4542692,6443999,17324893
33,2022-11-02,1512.3531,2536.6892,420.8384,1553.3000,2545.6499,422.1500,1572.7500,2550.2000,425.1000,1545.0000,2515.0000,420.1500,1572.0000,2532.3000,423.0500,2938906,4145144,12433578
34,2022-11-03,1490.3976,2546.1558,414.9567,1530.7500,2555.1499,416.2500,1543.9000,2559.5500,423.3000,1521.6500,2525.0500,414.5000,1538.7500,2529.8501,419.4000,3174027,3089026,10987519
35,2022-11-04,1474.0891,2583.6235,424.0284,1514.0000,2592.7500,425.3500,1520.4500,2600.0000,426.0000,1501.1500,2551.1001,416.9000,1520.4500,2553.8999,418.2000,4509682,5803737,12277023
36,2022-11-07,1467.7117,2597.4248,433.6484,1507.4500,2606.6001,435.0000,1527.9000,2610.3000,437.5000,1491.1000,2574.0000,428.2500,1521.4000,2591.0000,428.2500,4898592,5440967,15058076
37,2022-11-09,1471.3628,2594.8340,431.8042,1511.2000,2604.0000,433.1500,1529.0000,2621.9500,441.2000,1501.1000,2590.0500,432.0000,1529.0000,2610.3000,439.2000,3334755,5193814,14471443
38,2022-11-10,1462.3567,2563.4448,410.9193,1501.9500,2572.5000,412.2000,1512.0000,2596.5500,420.5500,1485.0000,2563.0000,409.2000,1485.0000,2590.0000,420.5000,3435763,2753420,26251660
39,2022-11-11,1528.7102,2622.5361,422.1842,1570.1000,2631.8000,423.5000,1573.5000,2636.0000,425.5000,1546.6500,2588.0000,414.7000,1546.6500,2600.0000,420.0000,7214098,5681124,19296401
